,Account ID,Account,Account Description,Account Level 1,Account Level 2,Account Level 3,Account Level 4,Product External ID,Product,Department External ID,Department Description,Operating Unit External ID,Operating Unit,Customer Class External ID,Customer Class,Affiliate External ID,Affiliate,Business Unit External ID,Currency,Amount (Debit),Amount (Credit),Balance,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Amount (FC),Control Account,Consol IFRS Code,WKFS BS Product Code,WKFS PL Product Class,WKFS LKP PL Product,WKFS LKPHK Product,WKFS IFRS9 Type,WKFS Trade Indicator
928,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,SGD,556.09,547.39,8.7,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
937,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,JPY,39486.06,40521.9,-1035.84,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
938,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,11145.22,11159.31,-14.09,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
939,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,AUD,1.32,219.26,-217.94,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
940,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,EUR,18.04,113.61,-95.57,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
952,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,USD,0.06,1312.46,-1312.4,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
953,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,5526.47,5307.17,219.3,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
954,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,USD,49257.58,20872.23,28385.35,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
957,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,EUR,158418.56,154228.48,4190.08,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
959,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,GBP,8.58,915.88,-907.3,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
972,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,JPY,6121424.44,7444434.87,-1323010.43,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
973,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,AUD,208704.99,202309.99,6395.0,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
981,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,JPY,8.76,5248.73,-5239.97,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
982,4040221,4040221 Investment income : Exchange Revaluation : EX REVAL.GN / LS,EXCHANGE REVAL.GAIN / LOSS,Profit/(loss) for the year,4000000 Operating Income,4040000 Investment income,4040200 Exchange Revaluation,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,2343.07,2428.35,-85.28,0.0,0.0,0.0,False,3G,0.0,180307.0,54400.0,52900.0,0.0,False
1004,5010135,5010135 General administrative expenses : Advertising and publicity : ACQUISITION PREMIUM-OTHERS,ACQUISITION PREMIUM-OTHERS,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5010100 Advertising and publicity,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1391,Project Dragon - Customer,105,105 Manual Adjustments,,,,,460,HKD,1404976.0,7916250.0,-6511274.0,1404976.0,7916250.0,-6511274.0,False,3L,0.0,180404.0,58900.0,52930.0,0.0,False
1015,5010144,5010144 General administrative expenses : Advertising and publicity : CAPITALISATION CREDIT-CUST  RWARDS,CAPITALISATION CREDIT-CUSTOMER  REWARDS,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5010100 Advertising and publicity,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,0.0,9676064.0,-9676064.0,0.0,9676064.0,-9676064.0,False,3L,0.0,180404.0,58900.0,52930.0,0.0,False
1088,5011559,5011559 General administrative expenses : Other costs : INTER-U RECHARGE/RECOVERY,INTER-UNIT RECHARGE/RECOVERY,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5011500 Other costs,,,1937,Project Dragon - Legal,105,105 Manual Adjustments,,,160.0,160 SCB AUSTRALIA BRANCH,460,USD,234086.67,0.0,234086.67,29842.72,0.0,29842.72,False,3L,0.0,180499.0,58900.0,52990.0,0.0,False
1095,5011563,5011563 General administrative expenses : Other costs : CAPITALISATION CREDIT-CARD PRODN,CAPITALISATION CREDIT-CARD PRODUCTION,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5011500 Other costs,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,0.0,1202328.17,-1202328.17,0.0,1202328.17,-1202328.17,False,3L,0.0,180499.0,58900.0,52990.0,0.0,False
1096,5011564,5011564 AMORT-CUSTOMER CONTRACT COSTS,AMORT-CUSTOMER CONTRACT COSTS,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5011500 Other costs,,,1391,Project Dragon - Customer,108,108 Capital Expenditure,,,,,460,HKD,363476.93,0.0,363476.93,363476.93,0.0,363476.93,False,3L,,180407.0,58900.0,52990.0,,False
1097,5011564,5011564 AMORT-CUSTOMER CONTRACT COSTS,AMORT-CUSTOMER CONTRACT COSTS,Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5011500 Other costs,,,1391,Project Dragon - Customer,105,105 Manual Adjustments,,,,,460,HKD,1188756.46,0.0,1188756.46,1188756.46,0.0,1188756.46,False,3L,,180407.0,58900.0,52990.0,,False
1101,5011720,5011720 General administrative expenses : Professional fee : AUDIT FEES-BIG 4,PROFESSIONAL FEE-AUDIT (BIG4),Profit/(loss) for the year,5000000 Operating Expenses,5010000 General administrative expenses,5011700 Professional fee,,,1392,Project Dragon - Finance,105,105 Manual Adjustments,,,,,460,HKD,1183334.0,800000.0,383334.0,1183334.0,800000.0,383334.0,False,3L,0.0,180405.0,58900.0,52990.0,0.0,False
1244,5030520,5030520 Staff costs : Other staff costs : AGENCY-OT STAFF CST,AGENCY-OTHER STAFF COST,Profit/(loss) for the year,5000000 Operating Expenses,5030000 Staff costs,5030500 Other staff costs,,,1937,Project Dragon - Legal,105,105 Manual Adjustments,,,160.0,160 SCB AUSTRALIA BRANCH,460,USD,0.0,132022.09,-132022.09,0.0,16817.94,-16817.94,False,3L,0.0,180699.0,58100.0,58160.0,0.0,False
1317,6010303,6010303 ECL S1-RETAIL COMMITMENT,ECL-RETAIL COMMITMENT,Profit/(loss) for the year,6000000 Credit impairment losses on loans and advances and other credit risk provisions,6010000 ECL Stage 1 to 3,6010200 Expected credit losses-Loans to customer,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,2060599.2,0.0,2060599.2,2060599.2,0.0,2060599.2,False,3A,0.0,180801.0,57100.0,57120.0,0.0,False
1318,6010306,6010306 ECL-STG1-LOAN TO CUST,ECL-STAGE 1-LOAN TO CUSTOMER,Profit/(loss) for the year,6000000 Credit impairment losses on loans and advances and other credit risk provisions,6010000 ECL Stage 1 to 3,6010200 Expected credit losses-Loans to customer,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,9366463.2,0.0,9366463.2,9366463.2,0.0,9366463.2,False,3A,0.0,180801.0,57100.0,57120.0,0.0,False
1320,6010307,6010307 ECL-STG2-LOAN TO CUST,ECL-STAGE 2-LOAN TO CUSTOMER,Profit/(loss) for the year,6000000 Credit impairment losses on loans and advances and other credit risk provisions,6010000 ECL Stage 1 to 3,6010200 Expected credit losses-Loans to customer,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,15245905.13,0.0,15245905.13,15245905.13,0.0,15245905.13,False,3A,,180801.0,57100.0,57120.0,,False
1323,6010308,6010308 ECL-STG3-LOAN TO CUST,ECL-STAGE 3-LOAN TO CUSTOMER,Profit/(loss) for the year,6000000 Credit impairment losses on loans and advances and other credit risk provisions,6010000 ECL Stage 1 to 3,6010200 Expected credit losses-Loans to customer,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,18256906.08,0.0,18256906.08,18256906.08,0.0,18256906.08,False,3A,0.0,180801.0,57100.0,57120.0,0.0,False
1324,6010309,6010309 ECL provision stage 3 : Provision on credit card : ECL S2-RETAIL COMMITMENT,ECL S2-RETAIL COMMITMENT,Profit/(loss) for the year,6000000 Credit impairment losses on loans and advances and other credit risk provisions,6010000 ECL Stage 1 to 3,6010200 Expected credit losses-Loans to customer,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,1353051.98,0.0,1353051.98,1353051.98,0.0,1353051.98,False,3A,0.0,180801.0,57100.0,57120.0,0.0,False
1334,9020621,9020621 Undrawn commitments : Revolving retail commitments : REVOLVG RETAIL COMM,REVOLVING RETAIL COMMITMENTS,Off balance sheet,9000000 Total contingent liabilities,9020000 Undrawn commitments,9020600 Revolving retail commitments,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,20174405.14,26557672.92,-6383267.78,20174405.14,26557672.92,-6383267.78,False,NAA,700202.0,0.0,0.0,0.0,0.0,True
1336,9020622,9020622 Undrawn commitments : Revolving retail commitments : CONTRA - REVOLVG RETAIL COMM,CONTRA - REVOLVING RETAIL COMMITMENTS,Off balance sheet,9000000 Total contingent liabilities,9020000 Undrawn commitments,9020600 Revolving retail commitments,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,26568967.96,20174405.14,6394562.82,26568967.96,20174405.14,6394562.82,False,NAA,900400.0,0.0,0.0,0.0,0.0,False
1348,9030100,9030100 FWD FWD DEP PLACED-SCBHK,FORWARD FORWARD DEPOSIT PLACED-BOUGHT SCBHK,Off balance sheet,9000000 Total contingent liabilities,9030000 Forward forward deposit,9030100 Forward forward deposit,22100.0,20000 Treasury Markets : 22000 Money Market Loans/ Deposits : 22100 Money Market Loans/ Deposits,1398,Project Dragon - Treasury,103,103 Alfresco,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,50000000.0,400000000.0,-350000000.0,50000000.0,400000000.0,-350000000.0,False,NBA,100950.0,0.0,0.0,0.0,0.0,False
1351,9030101,9030101 CONTRA-FWD FWD DEP-SCBHK,CONTRA - FORWARD FORWARD DEPOSIT PLACED-BOUGHT SCBHK,Off balance sheet,9000000 Total contingent liabilities,9030000 Forward forward deposit,9030100 Forward forward deposit,22100.0,20000 Treasury Markets : 22000 Money Market Loans/ Deposits : 22100 Money Market Loans/ Deposits,1398,Project Dragon - Treasury,103,103 Alfresco,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,400000000.0,50000000.0,350000000.0,400000000.0,50000000.0,350000000.0,False,NBA,100950.0,0.0,0.0,0.0,0.0,False
